n_unique,x2_counts,pearson,kendall,Gstat_shrink,Gstat_obs,Chisq,min_species_for_comp,order,frac,min_species_for_fit,n_sites,n_gibbs,data_type,extra_tag
127,311.02370753824056,0.856120725544068,0.5743896769329321,333.0509420845746,366.62579105004545,560.1870208211117,1,1,-1,1,1000000,200,natural,2025-01-28 08:15:023
108,114.42047621471887,0.9378167480309849,0.7303891011570749,140.99130317072846,126.43199018082105,517.408305206408,1,2,-1,1,1000000,200,natural,2025-01-28 08:15:023
112,113.88237680245007,0.9570171404746884,0.7094054953558385,148.19083399850237,134.9665979183916,821.9663578883825,1,3,-1,1,1000000,200,natural,2025-01-28 08:15:023
127,329.41913473406805,0.8414075162741806,0.5709641383624013,351.4628423751184,385.12788714347954,559.1867846448904,1,1,-1,1,1000000,200,natural,2025-01-28 07:41:153
111,109.22662478211055,0.954616437943497,0.7125871367267022,155.74975065341783,132.32986202906122,820.3992050493861,1,2,-1,1,1000000,200,natural,2025-01-28 07:41:153
110,150.16538683089988,0.9047341126488275,0.699406337562494,196.7040508843436,179.0276223759904,952.5967599775597,1,3,-1,1,1000000,200,natural,2025-01-28 07:41:153
127,333.27578976907995,0.8466695489190288,0.5770971593220712,335.71138700312036,373.3246933302884,435.09263188336473,1,1,-1,1,1000000,200,natural,2025-01-28 07:08:553
113,115.34248121377794,0.939445496047006,0.7136672426338229,133.92213225237137,125.82538763998647,490.8942165703987,1,2,-1,1,1000000,200,natural,2025-01-28 07:08:553
112,169.13203698975283,0.8717680949867729,0.6940081243124573,181.11089544965228,180.98560339089934,469.7363751664467,1,3,-1,1,1000000,200,natural,2025-01-28 07:08:553
127,315.815582959672,0.8397494632243193,0.6047839281155952,315.75136484679916,358.0440759648341,411.34388864768164,1,1,-1,1,1000000,200,natural,2025-01-28 06:36:403
112,83.9924377081601,0.9794393758984684,0.7444024428197266,92.21127200704119,89.86550051889506,339.1345031578568,1,2,-1,1,1000000,200,natural,2025-01-28 06:36:403
116,135.78725016861583,0.9489725529866094,0.6888260247185342,153.44443289066476,149.02992768882675,601.2468835200127,1,3,-1,1,1000000,200,natural,2025-01-28 06:36:403
127,291.5159643080783,0.8546948080673131,0.629353349736329,290.73255701700924,324.07395162288117,370.9705655308643,1,1,-1,1,1000000,200,natural,2025-01-28 06:04:413
109,85.99152222575059,0.9650675631744254,0.7643874236747525,105.81400372953239,94.02479764844699,411.79169301772333,1,2,-1,1,1000000,200,natural,2025-01-28 06:04:413
116,130.758355650636,0.9218710213262293,0.7280893627228077,155.94922746348772,142.0897113635318,580.1052769553544,1,3,-1,1,1000000,200,natural,2025-01-28 06:04:413
127,365.01839285664386,0.8012609085385247,0.5640868849498333,416.65792257663315,449.2940857140732,811.4117334676013,1,1,-1,1,1000000,200,natural,2025-01-28 05:32:443
112,125.73440034972322,0.9532325056021528,0.7097689300415692,148.70317191106278,139.81804400436994,532.2539213877641,1,2,-1,1,1000000,200,natural,2025-01-28 05:32:443
115,150.6196315665615,0.9499107599682618,0.6650198959341773,184.73159474510635,175.79272837016276,657.976541560578,1,3,-1,1,1000000,200,natural,2025-01-28 05:32:443
127,325.4748528596191,0.8370168091213976,0.5710478792509551,342.3764550963472,376.2039572333671,618.9992791545095,1,1,-1,1,1000000,200,natural,2025-01-28 05:00:513
113,86.96128375119903,0.9736417039403988,0.7251425017567469,121.46197053337667,99.90452857867143,642.1102447588295,1,2,-1,1,1000000,200,natural,2025-01-28 05:00:513
115,111.90814602951303,0.9708952834842887,0.6868803486472661,160.57808621051188,140.10383619609914,1161.0897361749412,1,3,-1,1,1000000,200,natural,2025-01-28 05:00:513
127,300.3845415429591,0.83981669239991,0.5925292204241267,333.1512889702599,361.42854877334895,691.8790254797807,1,1,-1,1,1000000,200,natural,2025-01-28 04:29:113
112,82.72538648413008,0.960171865317082,0.7348977327315542,140.1381940270347,109.42547462803464,1201.772121437056,1,2,-1,1,1000000,200,natural,2025-01-28 04:29:113
109,97.98523714165542,0.9765003233242939,0.7044436263287679,157.45658587180316,133.18690788250407,1122.1082929005559,1,3,-1,1,1000000,200,natural,2025-01-28 04:29:113
127,304.9296550026353,0.8325701812922318,0.6064769382042932,309.20647923211243,342.5532041342556,431.5071092024827,1,1,-1,1,1000000,200,natural,2025-01-28 03:57:333
113,85.03063763392078,0.9711118674932135,0.7298502084355692,125.71238711416517,103.64572474372861,767.6263337971328,1,2,-1,1,1000000,200,natural,2025-01-28 03:57:333
112,125.06455995671827,0.9362633155163387,0.6999967534430752,163.2906949998436,149.43221646384018,1087.5917018536638,1,3,-1,1,1000000,200,natural,2025-01-28 03:57:333
127,309.58971152452926,0.8245664445984904,0.5915851886478662,329.85517467771695,357.30012993300426,554.3212115080687,1,1,-1,1,1000000,200,natural,2025-01-28 03:26:013
110,83.00645182244601,0.9758222013068949,0.7512910314694934,119.59774118013746,98.1975724359243,617.2600944042598,1,2,-1,1,1000000,200,natural,2025-01-28 03:26:013
112,103.95300236147457,0.9573632826973894,0.7272265032573305,151.23702183158105,129.10960532635465,1028.2322309821602,1,3,-1,1,1000000,200,natural,2025-01-28 03:26:013
127,311.12290512642164,0.8474512042991665,0.5786957915799741,319.90670346190825,353.10755485506286,488.0198653859627,1,1,-1,1,1000000,200,natural,2025-01-28 02:54:283
112,93.77156350172933,0.9514177472070986,0.7308510660205582,126.91138039818273,107.07426331016345,624.404807596753,1,2,-1,1,1000000,200,natural,2025-01-28 02:54:283
112,100.36886783738221,0.971313549934483,0.7135485150910619,132.52382504411085,119.32637907689275,740.9548044285505,1,3,-1,1,1000000,200,natural,2025-01-28 02:54:283
127,311.63658661498357,0.8392827638336801,0.598592825760701,319.7339854384999,357.21469930243586,467.970182206177,1,1,-1,1,1000000,200,natural,2025-01-28 02:23:013
114,86.1968044088361,0.9702504372674835,0.7413456145480171,103.75885325602685,90.67110403385855,515.1528359533063,1,2,-1,1,1000000,200,natural,2025-01-28 02:23:013
112,109.31174622158532,0.949452344341245,0.7317581023489647,111.226813076665,111.97989321820613,285.61368465452773,1,3,-1,1,1000000,200,natural,2025-01-28 02:23:013
127,301.63832185914276,0.8504966168954308,0.5928589087718327,323.2221348571116,347.9261824010046,496.53734706049727,1,1,-1,1,1000000,200,natural,2025-01-28 01:51:403
110,114.56302163685868,0.93528845360838,0.752507127965291,156.92256514778379,128.43888585981603,658.3177063586057,1,2,-1,1,1000000,200,natural,2025-01-28 01:51:403
117,133.97995688777482,0.9348339734846638,0.7154808217145665,184.67842812159182,153.97643272425267,964.4727464758023,1,3,-1,1,1000000,200,natural,2025-01-28 01:51:403
127,326.04910275323834,0.8109925331554496,0.5748598608995775,366.22471111115107,396.35150175048454,730.8658795119451,1,1,-1,1,1000000,200,natural,2025-01-28 01:20:143
111,78.58400196393544,0.9761827680738814,0.7318110269473146,122.27159126760839,97.42766556443132,606.7275314196029,1,2,-1,1,1000000,200,natural,2025-01-28 01:20:143
114,125.43877685046658,0.9413995468958825,0.6968152297534066,173.19042260727556,152.1541174122486,741.8817245845352,1,3,-1,1,1000000,200,natural,2025-01-28 01:20:143
127,335.36376752680746,0.8160731559582792,0.5621169189746457,363.95488983815545,394.3736412900995,726.6668877135435,1,1,-1,1,1000000,200,natural,2025-01-28 00:49:133
111,106.72198409751323,0.9656992842105689,0.7110674570239149,148.32017900882246,128.96571650562257,690.6332393735246,1,2,-1,1,1000000,200,natural,2025-01-28 00:49:133
109,121.6031968874142,0.9593614177547981,0.6767866289240457,179.40958038400592,163.78350615412512,1262.307780157897,1,3,-1,1,1000000,200,natural,2025-01-28 00:49:133
127,283.27589634182874,0.8571525804539545,0.622221589440823,289.2321354020818,323.1013039850435,402.7284692928169,1,1,-1,1,1000000,200,natural,2025-01-28 00:16:273
112,85.84322914453163,0.9711903660652308,0.754474008476429,112.81726026344761,93.88083196687295,577.68416178707,1,2,-1,1,1000000,200,natural,2025-01-28 00:16:273
115,127.20272900359991,0.9432566496951016,0.7132630064666038,156.61802940952975,141.59935021734356,591.8739618015018,1,3,-1,1,1000000,200,natural,2025-01-28 00:16:273
127,330.1490824766572,0.8128061127219044,0.5977458604252059,348.17798439661675,377.83690779059225,518.9406875421893,1,1,-1,1,1000000,200,natural,2025-01-27 23:36:183
113,72.23592034044268,0.9808908469720385,0.7724370089143603,104.16932390572009,79.18666228806772,519.3902074989992,1,2,-1,1,1000000,200,natural,2025-01-27 23:36:183
118,100.97524673689337,0.9494223877823147,0.7338848779193864,139.28490161407865,116.25220646979143,563.017686021377,1,3,-1,1,1000000,200,natural,2025-01-27 23:36:183
127,334.49411701247533,0.8329558909013961,0.6001378827208491,341.5639289615644,381.85551292807816,507.94869068381325,1,1,-1,1,1000000,200,natural,2025-01-27 22:56:063
111,112.78918254769272,0.9470636607982772,0.7339282755201997,129.2263175676548,121.45999502789218,470.6670091507619,1,2,-1,1,1000000,200,natural,2025-01-27 22:56:063
118,118.99286730386207,0.9601561982870407,0.7180937489109787,135.9271537539947,126.95691448213802,564.5395708090092,1,3,-1,1,1000000,200,natural,2025-01-27 22:56:063
120,160.99777274717533,0.91451012421392,0.6986273869418117,194.58066133559944,177.13461797511366,739.2350846238032,1,3,-1,1,1000000,200,natural,2025-01-17 10:00:423
113,110.0874856026093,0.946642257879172,0.7213320660168692,141.8720196464533,125.15112909034552,700.5183664223597,1,2,-1,1,1000000,200,natural,2025-01-17 09:31:263
116,178.62359614067097,0.8914969684163828,0.6893907713158228,206.58045253960344,195.71376612286087,727.2759062318862,1,3,-1,1,1000000,200,natural,2025-01-17 09:31:263
113,111.58932184201164,0.955437573891574,0.7349092236579327,138.53025992426925,120.11700763902678,562.4366943896098,1,2,-1,1,1000000,200,natural,2025-01-17 09:04:343
117,122.8847618937566,0.964579513483009,0.7059901162231242,143.82233175194784,131.69116947090407,490.2813805855471,1,3,-1,1,1000000,200,natural,2025-01-17 09:04:343
113,115.86662418241104,0.942057814148764,0.7370425639874476,129.08028895361593,119.3337471826764,532.2152668778147,1,2,-1,1,1000000,200,natural,2025-01-17 08:37:253
118,95.35391502758434,0.968601587227928,0.7351969219068849,109.58073672069094,98.90895432670348,469.6548476103995,1,3,-1,1,1000000,200,natural,2025-01-17 08:37:253
113,96.42978914016491,0.9633810881357648,0.7398698744655583,115.23869372237976,102.2391000414562,495.11233765046416,1,2,-1,1,1000000,200,natural,2025-01-17 08:10:133
117,117.31535137988756,0.946267316953678,0.7109283626168216,142.34950878939108,130.47239500371208,515.0132162367555,1,3,-1,1,1000000,200,natural,2025-01-17 08:10:133
109,100.38748024030176,0.9552813175537396,0.7360524547365712,120.71285398356125,112.25221351363976,364.30485946641073,1,2,-1,1,1000000,200,natural,2025-01-17 07:43:143
115,107.35554727923146,0.9595143648162632,0.7339084922698622,129.54977339508363,119.79816511533105,446.7415837531803,1,3,-1,1,1000000,200,natural,2025-01-17 07:43:143
112,108.2226621248761,0.9712602485963424,0.7200637986144439,124.64987199157568,114.77995018870588,496.52649422775073,1,2,-1,1,1000000,200,natural,2025-01-17 07:16:163
114,142.04484093127877,0.9413994811300058,0.6836009140283762,167.17473033371596,159.96604287450717,565.0571888484028,1,3,-1,1,1000000,200,natural,2025-01-17 07:16:163
114,106.05989416673994,0.9600268376348784,0.7234502017341037,122.4134119427764,112.49004822044984,491.60198181916667,1,2,-1,1,1000000,200,natural,2025-01-17 06:49:353
114,130.33135654172256,0.932886425845184,0.7016718923427557,141.37589518666667,136.048672439629,472.7469542573091,1,3,-1,1,1000000,200,natural,2025-01-17 06:49:353
112,87.92913940713728,0.970244744033952,0.7435707031247069,131.96557342547663,107.38957178104089,693.0803798660505,1,2,-1,1,1000000,200,natural,2025-01-17 06:23:203
108,123.00160870384238,0.9406777467908796,0.71310639499301,174.60547461309727,158.89805863597334,1442.0672761300686,1,3,-1,1,1000000,200,natural,2025-01-17 06:23:203
110,92.28399011362887,0.9644723538510904,0.7373824672450643,113.90137187972766,100.3802744428169,522.1735739053719,1,2,-1,1,1000000,200,natural,2025-01-17 05:56:543
113,120.47887793373776,0.9585513097587224,0.7098099261032184,141.13408416746995,133.07219644294278,543.9649983353818,1,3,-1,1,1000000,200,natural,2025-01-17 05:56:543
112,104.26663955762903,0.9672577869416228,0.7242364394668831,116.09630761242988,110.66430150568831,364.45250971645976,1,2,-1,1,1000000,200,natural,2025-01-17 05:30:163
116,128.40333913536165,0.9483339666468292,0.6958872281711524,138.03423666626563,134.13496182463052,465.34849738814216,1,3,-1,1,1000000,200,natural,2025-01-17 05:30:163
114,114.04750728352693,0.9524489900295284,0.7414919099585351,136.93080141782144,124.73770126800876,507.4401611900943,1,2,-1,1,1000000,200,natural,2025-01-17 05:03:363
115,146.61452269840285,0.920798424047592,0.703537178864334,175.8227906656457,167.22032893973372,535.3164063493364,1,3,-1,1,1000000,200,natural,2025-01-17 05:03:363
111,116.85517593439047,0.944195248906152,0.7100863885444046,146.4473623769932,130.6889195347107,536.614799563635,1,2,-1,1,1000000,200,natural,2025-01-17 04:37:213
108,150.14868202655614,0.928616911899337,0.68602118034074,173.35270015759167,169.3840895524027,505.91766329013575,1,3,-1,1,1000000,200,natural,2025-01-17 04:37:213
113,98.5936875965366,0.954796882965486,0.7702699995487541,142.60871104360015,116.74221116389046,594.2399828889432,1,2,-1,1,1000000,200,natural,2025-01-17 04:11:003
114,126.59976040019328,0.9453809754485184,0.7273213681697399,175.16708039413257,152.9032855758538,807.0312111538008,1,3,-1,1,1000000,200,natural,2025-01-17 04:11:003
113,77.08699903905385,0.9784242807925356,0.752981721347926,103.53043768602372,83.56172628274625,524.9012400046628,1,2,-1,1,1000000,200,natural,2025-01-17 03:44:303
116,94.12407503536002,0.9702326463603688,0.7328165439672341,117.94007993254252,102.00604570971042,447.3060595853884,1,3,-1,1,1000000,200,natural,2025-01-17 03:44:303
114,113.2403694317662,0.9609526075689216,0.7290581500997078,139.02638931288885,127.50619111289356,585.7974486874814,1,2,-1,1,1000000,200,natural,2025-01-17 03:18:023
117,128.31410445218847,0.9592642943130182,0.7092741814313563,154.32718696023522,145.2876948884458,525.6195397075513,1,3,-1,1,1000000,200,natural,2025-01-17 03:18:023
115,105.75367099134284,0.9631188984271756,0.7077793770465793,109.7165850863353,109.080007474749,509.23083452686103,1,2,-1,1,1000000,200,natural,2025-01-17 02:51:413
115,161.57437142209633,0.908338320343162,0.6749970302178221,163.9323937634961,169.45173905861628,498.98370778320106,1,3,-1,1,1000000,200,natural,2025-01-17 02:51:413
113,93.12881936395144,0.969861814179286,0.7242442618666819,119.05171630134738,103.79034651845632,544.4954128556225,1,2,-1,1,1000000,200,natural,2025-01-17 02:25:313
116,114.53970677394524,0.9418377993149528,0.7096091575778026,137.36023930299422,127.21499171956916,564.1381022827268,1,3,-1,1,1000000,200,natural,2025-01-17 02:25:313
114,86.67014233549853,0.977493924535928,0.7258058426894778,112.46915965288773,96.068192029013,577.271786305254,1,2,-1,1,1000000,200,natural,2025-01-17 01:59:253
118,111.41315275624784,0.968656034623537,0.6982125107052618,148.50201572947867,130.17727049306177,675.265866312959,1,3,-1,1,1000000,200,natural,2025-01-17 01:59:253
113,114.20695894934076,0.9627647090813646,0.6997216639023061,130.05339571945436,123.30534406655384,478.1385507407241,1,2,-1,1,1000000,200,natural,2025-01-17 01:33:153
117,133.04646632368545,0.950712527693464,0.6672668082839678,155.74154970747074,150.3489602519248,633.4758188103261,1,3,-1,1,1000000,200,natural,2025-01-17 01:33:153
111,104.7805418027349,0.9501955981004232,0.7319307745643175,123.09542085362006,112.09301751502166,487.456392924711,1,2,-1,1,1000000,200,natural,2025-01-17 01:07:053
117,113.13465670814502,0.963158044799631,0.71040846329045,139.30251231122696,124.95308441792254,594.4101808932421,1,3,-1,1,1000000,200,natural,2025-01-17 01:07:053
112,104.89512791018392,0.9617200478132456,0.7468096688290015,129.89610717631535,115.41417395746213,566.7781821157347,1,2,-1,1,1000000,200,natural,2025-01-17 00:41:063
116,125.11674605585074,0.9381289070245892,0.7262690214368858,151.30479588397674,137.41785104996302,593.497706633006,1,3,-1,1,1000000,200,natural,2025-01-17 00:41:063
110,104.95476241580992,0.9669175690601786,0.7113267625071665,125.64862802823356,115.29269088253618,425.6987023036196,1,2,-1,1,1000000,200,natural,2025-01-17 00:15:193
118,156.4654430196311,0.908438803477566,0.6964364649405596,183.42926669128795,171.05774647648082,588.3362757256386,1,3,-1,1,1000000,200,natural,2025-01-17 00:15:193
112,90.44393192951016,0.9725364130370432,0.7362369020326035,105.97425256265429,100.28889731107138,443.0824949025053,1,2,-1,1,1000000,200,natural,2025-01-16 23:49:223
118,132.3437700166706,0.932968925678842,0.7022156670051857,166.76838066559412,153.75920715143937,837.7934381407298,1,3,-1,1,1000000,200,natural,2025-01-16 23:49:223
111,101.31662045043475,0.9500950834653504,0.7626411201893023,135.9420298111221,109.85572926194808,640.4343083306437,1,2,-1,1,1000000,200,natural,2025-01-16 23:23:403
118,129.04301671678834,0.9307875382120392,0.7330530368247221,173.5495811772874,144.91404681811983,816.9397878197286,1,3,-1,1,1000000,200,natural,2025-01-16 23:23:403
112,99.6653438881725,0.967567547998698,0.7619786213354262,157.92833913427614,124.7133915044178,780.2532202343649,1,2,-1,1,1000000,200,natural,2025-01-16 22:58:113
112,107.22922867467504,0.9680911202639024,0.7447269724872096,167.85262976273057,142.85221035082407,725.5849902892998,1,3,-1,1,1000000,200,natural,2025-01-16 22:58:113
113,118.56000681916996,0.9552572134862132,0.7295381676350741,141.49027035263904,126.22171527523334,523.0868018606365,1,2,-1,1,1000000,200,natural,2025-01-16 22:32:233
119,140.7146814573218,0.9425700197169482,0.7045651017703237,164.53750307189145,150.05543427650397,630.1083387734443,1,3,-1,1,1000000,200,natural,2025-01-16 22:32:233
111,101.340632459193,0.968868220384088,0.7117689187294545,126.74638351676256,117.12618000384434,519.5494804962423,1,2,-1,1,1000000,200,natural,2025-01-16 22:06:363
113,124.86046802359914,0.9607724141263806,0.6886877780050217,154.54943499572823,146.01907648454196,686.894105825073,1,3,-1,1,1000000,200,natural,2025-01-16 22:06:363
114,92.38591450334884,0.9635264018871068,0.7348374543011249,118.69541765647718,101.98832671843972,584.7764757781403,1,2,-1,1,1000000,200,natural,2025-01-16 21:40:513
116,95.64191138769812,0.9798852510881452,0.7174386182045659,122.27656761702868,109.21710076768495,562.4827362985295,1,3,-1,1,1000000,200,natural,2025-01-16 21:40:513
111,99.36258899919848,0.9780425029334948,0.7113788302289945,106.17842692929028,105.11624232871486,337.8490071736331,1,2,-1,1,1000000,200,natural,2025-01-16 21:15:043
117,115.2961429073157,0.974417461324358,0.6792754489607358,126.41262814332012,124.02601910328048,449.2015171429757,1,3,-1,1,1000000,200,natural,2025-01-16 21:15:043
112,104.86136038753084,0.953494810688903,0.7378671895231778,139.3677295327228,116.3616371368268,613.6232357871206,1,2,-1,1,1000000,200,natural,2025-01-16 20:49:263
113,130.33016529482356,0.922686930968536,0.7015138466058155,165.98284584810182,148.8471872155297,603.0696918606714,1,3,-1,1,1000000,200,natural,2025-01-16 20:49:263
112,144.78948387425,0.9240339503862408,0.7104666809323984,175.35553803631535,159.39736033458294,690.0366688310481,1,2,-1,1,1000000,200,natural,2025-01-16 20:23:573
118,149.0582134463138,0.9301392564749572,0.6851066095099857,179.87518641355504,165.23398709463672,643.1530753709774,1,3,-1,1,1000000,200,natural,2025-01-16 20:23:573
112,90.66174543799492,0.9552389568752376,0.7406431540076281,126.2057986617574,103.59478547162811,578.4340171323194,1,2,-1,1,1000000,200,natural,2025-01-16 19:58:313
114,122.42101337925882,0.931150518861813,0.7235709376319475,151.16198412584282,136.10043588237048,597.111980537438,1,3,-1,1,1000000,200,natural,2025-01-16 19:58:313
110,114.5508849622738,0.9461659584789848,0.7310625085168315,133.02341230874046,122.99153551526584,432.825502123983,1,2,-1,1,1000000,200,natural,2025-01-16 19:33:033
115,154.3724714464378,0.9320038639085196,0.692204761659334,175.60561031541786,164.949201706983,671.5233313525498,1,3,-1,1,1000000,200,natural,2025-01-16 19:33:033
112,107.19959937940104,0.9513894538964054,0.7451917180461693,135.27290019978818,117.90828927436937,645.2089313739925,1,2,-1,1,1000000,200,natural,2025-01-16 19:07:323
117,148.80529388081348,0.9236354815001208,0.6862875210745728,202.75571020064936,182.22437248266408,1266.1928641112538,1,3,-1,1,1000000,200,natural,2025-01-16 19:07:323
111,99.1831472829018,0.9594444082816428,0.7390617194005402,139.39304095171602,117.71537632944175,938.316345831654,1,2,-1,1,1000000,200,natural,2025-01-16 18:42:153
112,106.67092240109488,0.9573902121821836,0.7149053591228479,140.7744486771481,124.59585691834492,717.2228508867536,1,3,-1,1,1000000,200,natural,2025-01-16 18:42:153
111,105.88753321998269,0.9669802897383606,0.7314722177383952,130.13758395894567,116.6535897802209,461.4884469790704,1,2,-1,1,1000000,200,natural,2025-01-16 18:16:333
108,154.78089144883683,0.9225043414021185,0.6831925211403892,191.21466214237904,181.8465699775762,569.1058266579338,1,3,-1,1,1000000,200,natural,2025-01-16 18:16:333
110,104.23174658753372,0.9596457927573648,0.7273045693552032,121.54247662247144,113.53417428302475,500.19166884198415,1,2,-1,1,1000000,200,natural,2025-01-16 17:50:463
121,111.12005858346504,0.96687481718494,0.6996273541005604,135.8329800472779,122.82163482770288,663.7390054786451,1,3,-1,1,1000000,200,natural,2025-01-16 17:50:463
112,106.037918300784,0.9463830444423674,0.7249869440564202,141.25676870999695,119.6918078445256,556.4930982512562,1,2,-1,1,1000000,200,natural,2025-01-16 12:00:553
118,122.14263619317462,0.947972408420545,0.7080256806324139,164.28119877270888,142.59147445590492,709.0748077169628,1,3,-1,1,1000000,200,natural,2025-01-16 12:00:553
114,102.39012564479148,0.9615580970918012,0.7306161262560793,135.0448601177763,113.75903759324568,589.7752149714171,1,2,-1,1,1000000,200,natural,2025-01-16 11:32:353
118,110.3717068507427,0.9588634150287656,0.7127439226928376,145.21625244908404,127.22757994317648,620.1581052753836,1,3,-1,1,1000000,200,natural,2025-01-16 11:32:353
113,94.09814173202696,0.9722302957946624,0.7248221103427519,122.48934972551945,107.98041336679958,748.4638850474172,1,2,-1,1,1000000,200,natural,2025-01-16 11:01:223
113,111.16967509934206,0.9636574431094042,0.7057374299335898,140.23095542275874,130.9554779476661,821.0251687000462,1,3,-1,1,1000000,200,natural,2025-01-16 11:01:223
108,111.0189114229318,0.9480536160469224,0.7220408353716787,159.81932162391408,135.86953803333267,1436.1758343841727,1,2,-1,1,1000000,200,natural,2025-01-16 10:32:393
111,124.9814250068587,0.9471873242897778,0.7104109291524111,166.60657572640105,149.0415242761978,941.8200186390133,1,3,-1,1,1000000,200,natural,2025-01-16 10:32:393
113,109.11637558637482,0.961303616296532,0.7091139118319656,143.0672396863095,119.6306781729552,771.9553622570297,1,2,-1,1,1000000,200,natural,2025-01-16 10:04:093
113,131.81285271589303,0.9459692655090672,0.7009325227191955,158.49756432669912,144.695737168617,582.6051298938447,1,3,-1,1,1000000,200,natural,2025-01-16 10:04:093
112,77.5068266868809,0.967407533648589,0.7633190406409235,99.76449142275476,83.05386147463828,454.0293541315144,1,2,-1,1,1000000,200,natural,2025-01-16 09:36:363
117,132.13041841336732,0.9331083004426436,0.7092367538804625,157.6824159832133,140.8516587463674,601.7957031150903,1,3,-1,1,1000000,200,natural,2025-01-16 09:36:363
111,96.15701490891024,0.962115967075826,0.7310417774243168,114.24131543658744,102.64869935755632,371.0626179534452,1,2,-1,1,1000000,200,natural,2025-01-16 08:27:533
121,138.18968812489385,0.9411729497030444,0.6798579874539791,172.25260778081164,156.25652442370233,668.84229840927,1,3,-1,1,1000000,200,natural,2025-01-16 08:27:533
113,101.64453225984542,0.9715010436117244,0.7250856375255637,108.23292391027394,105.09589981586105,454.5678970655645,1,2,-1,1,1000000,200,natural,2025-01-16 08:00:083
117,133.8015574541817,0.9466379533042218,0.6996912344254903,138.43815739563516,137.8432163057221,451.2299829973777,1,3,-1,1,1000000,200,natural,2025-01-16 08:00:083
113,107.86855974927197,0.9530287894208372,0.7242266000853207,134.5351365560019,119.19044348371602,639.6502947408378,1,2,-1,1,1000000,200,natural,2025-01-16 07:32:413
114,127.005141701523,0.9441756376221312,0.7104289329516896,159.8721555863454,147.57682556134415,1049.2525645472772,1,3,-1,1,1000000,200,natural,2025-01-16 07:32:413
111,98.84362592996678,0.9635379782337884,0.7302493058177413,111.19852020506843,103.62984379481158,375.30830372115145,1,2,-1,1,1000000,200,natural,2025-01-16 07:05:193
114,124.53575589741556,0.9542517619868895,0.6961020953344469,136.6077057395348,132.53438150913024,366.28462412229726,1,3,-1,1,1000000,200,natural,2025-01-16 07:05:193
112,104.21752590881434,0.9375073820419864,0.7473093522943879,138.95621857616953,115.35242872607498,606.5759143781225,1,2,-1,1,1000000,200,natural,2025-01-16 06:38:043
114,160.41358338146534,0.876006757362786,0.7097598889120481,207.05894666101793,183.30832466068637,867.4504864917047,1,3,-1,1,1000000,200,natural,2025-01-16 06:38:043
111,112.92854706982996,0.9411693530153874,0.7204076177003246,131.07310871869325,120.7592378323172,464.0864161699369,1,2,-1,1,1000000,200,natural,2025-01-16 06:10:463
117,97.45251616414896,0.9671682426087274,0.7046803951752879,122.87966314414382,109.94074438657948,532.2531218462528,1,3,-1,1,1000000,200,natural,2025-01-16 06:10:463
113,107.6749344746078,0.9640194294499812,0.7133118403179932,148.17564055236366,124.54750445741264,744.1534907799919,1,2,-1,1,1000000,200,natural,2025-01-16 05:43:303
115,108.75448523300685,0.96284333350221,0.6965708583471892,154.1451329361777,131.8676143275683,721.0095302914303,1,3,-1,1,1000000,200,natural,2025-01-16 05:43:303
110,113.9272894447808,0.9552597192360132,0.7552467150092966,143.45085846548582,124.03659178285272,460.9888120881531,1,2,-1,1,1000000,200,natural,2025-01-16 05:16:283
111,121.6267246470662,0.9497808551176916,0.7381163658809025,150.22451545003244,134.3184003772864,446.41987326763274,1,3,-1,1,1000000,200,natural,2025-01-16 05:16:283
